id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_contrast_base,ad_converter,adaptive_quant_complexity_base,alpha_deblocking,aspect_ratio,auto_key_frames_enabled,auto_key_frames,auto_key_frame_threshold,auto_level,automatic_settings_profile,bandwidth_filter,beta_deblocking,bframe_pyramid,bitrate_buffer,bitstream,bitstream_type,black_normalization_level,cabac,center_mix_level_loro,center_mix_level_ltrt,channemapping,color_depth,color_range_and_coeffients,compression_speed,constrained_quality_level,cpu_usage,crc,crf,cut_off_frequency,data_rate_automatic,decode_cpu_cores,dialog_normalization,dolby_surroundex,dolby_surround_mode,drop_frames_threshold,drop_frames_to_maintain_data_rate,drop_frames_watermark,drop_frame_time_code,enable_auto_alt_ref,encoder_mode,encode_type,encoding_threads,error_resilient,fake_interlaced,fast_decode,field_encoding,field_order,film_mode_frame_rate_conversion,fixed_iframe_distance,force_key_frame_every,frame_reordering,header_type,headphone_mode,hf_cut_off,hrd_conformance,idr_rate,input_filtering,input_filtering_dc_fitler,input_filtering_digital_deem_phasis,interlaced,interlace_mode,lagged_frames,level,lfe,lfe_low_pass_filter,line_mode_compression1,line_mode_compression2,max_bframe_size,max_brframe_size,max_iframe_size,maximum_buffer_size,maximum_quality,max_pframe_size,metadata,metadata_copyright_material,metadata_original_material,minimum_distance_to_key_frame,minimum_quality,mixing_level,motion_estimation_algorithm,motion_estimation_search_range,max_bit_rate_percent,noise_sensitivity,number_of_bframes,number_of_bpictures,number_of_reference_frames,number_of_slices,optimal_buffer_level,performance,pixel_aspect_ratio,preset,profile,quality,rate_control_resizing,rate_control_resizing_up_threshold,rate_control_resizing_down_threshold,rf_mode_compression1,rf_mode_compression2,room_type,set_key_frame_at_scene_change,sharpness,speed,starting_buffer_level,static_region_threshold,subpixel_motion_estimation,surround_channel,surround_channel_3d_attenuation,surround_channel_90degree_phase_shift,surround_mix_level_loro,surround_mix_level_ltrt,time_stamp_offset,tns,tune,two_pass_vbr_bias,two_pass_vbr_max_section,two_pass_vbr_min_section,under_shoot_pct,use_4mv,use_bslice_as_reference,use_deblocking_filter,use_intensity_compensation,use_variable_sized_transformation,vbv_buffer_initial,vbv_buffer_target,visual_tuning,write_hrd_parameter,write_seq_end_code,zero_latency
106,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
107,MP4_Midrange_iPod_2500Kbps_360p.spfx,"Midrange iPod, 16x9 aspect ratio. AVC Baseline Profilie.","Devices.Apple i-Devices",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,1400000,172%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds,True,0,0,,0,,,,,,False,,,,False,301000,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,False,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,301000,,,,
108,MP4_Midrange_iPod_2500Kbps_480p.spfx,"Midrange iPod, 4x3 aspect ratio. AVC Baseline Profilie.","Devices.Apple i-Devices",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,1400000,172%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,,0,,,,,,False,,,,False,622343,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,False,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,622343,,,,
109,MP4_YouTube_h264_1080p.spfx,"Optimized output for YouTube upload of 1080p source files.",Web.Destinations.YouTube.h264,AACAudioCodec,ChannelModeStereo,256000,None,44100,16,MCptH264,6000000,160%,BitRateModeTwoPassVBR,-1,1920x1080,300/Frames,True,0,0,,0,,,,,,True,,,,False,1200000,,,True,CABAC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,2,0,,10,"Square Pixels",,High,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
110,MP4_YouTube_h264_240p.spfx,"Optimized output for YouTube upload of 240p source files.",Web.Destinations.YouTube.h264,AACAudioCodec,ChannelModeStereo,64000,None,44100,16,MCptH264,659968,160%,BitRateModeOnePassCBR,-1,320x240,300/Frames,True,0,0,,0,,,,,,True,,,,False,82500,,,True,CABAC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,2,0,,10,"Square Pixels",,High,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
111,MP4_YouTube_h264_480p.spfx,"Optimized output for YouTube upload of 480p source files.",Web.Destinations.YouTube.h264,AACAudioCodec,ChannelModeStereo,192000,None,44100,16,MCptH264,2000000,160%,BitRateModeTwoPassVBR,-1,640x480,300/Frames,True,0,0,,0,,,,,,True,,,,False,400000,,,True,CABAC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,2,0,,10,"Square Pixels",,High,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
112,MP4_YouTube_h264_720p.spfx,"Optimized output for YouTube upload of 720p source files.",Web.Destinations.YouTube.h264,AACAudioCodec,ChannelModeStereo,256000,None,44100,16,MCptH264,5000000,160%,BitRateModeTwoPassVBR,-1,1280x720,300/Frames,True,0,0,,0,,,,,,True,,,,False,1000000,,,True,CABAC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,2,0,,10,"Square Pixels",,High,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
113,MP4_YouTube_x264_1080p.spfx,"Optimized output for YouTube upload of 1080p source files.",Web.Destinations.YouTube.x264,AACAudioCodec,ChannelModeStereo,256000,None,44100,16,x264H264,6000000,160%,BitRateModeTwoPassVBR,-1,1920x1080,300/Frames,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
114,MP4_YouTube_x264_240p.spfx,"Optimized output for YouTube upload of 240p source files.",Web.Destinations.YouTube.x264,AACAudioCodec,ChannelModeStereo,64000,None,44100,16,x264H264,660000,160%,BitRateModeOnePassCBR,-1,320x240,300/Frames,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
115,MP4_YouTube_x264_480p.spfx,"Optimized output for YouTube upload of 480p source files.",Web.Destinations.YouTube.x264,AACAudioCodec,ChannelModeStereo,192000,None,44100,16,x264H264,2000000,160%,BitRateModeTwoPassVBR,-1,640x480,300/Frames,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
116,MP4_YouTube_x264_720p.spfx,"Optimized output for YouTube upload of 720p source files.",Web.Destinations.YouTube.x264,AACAudioCodec,ChannelModeStereo,256000,None,44100,16,x264H264,5000000,160%,BitRateModeTwoPassVBR,-1,1280x720,300/Frames,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,high,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
117,MP4_h264_1200Kbps_480p.spfx,"MPEG-4 video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.h264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,990000,121%,BitRateModeTwoPassVBR,-1,852x480,10/Seconds,True,0,0,,0,,,,,,True,,,,False,149737,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,149737,,,,
118,MP4_h264_2000Kbps_720p.spfx,"MPEG-4 video for progressive download on slow broadband network connections.","Web.Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,1800000,111%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,,0,,,,,,True,,,,True,249750,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,,0,,10,"Square Pixels",,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,249750,,,,
119,MP4_h264_3000Kbps_720p.spfx,"MPEG-4 video for progressive download on average broadband network connections.","Web.Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,2500000,120%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,,0,,,,,,True,,,,True,375000,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,,0,,10,"Square Pixels",,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,375000,,,,
120,MP4_h264_512Kbps_288p.spfx,"MPEG-4 video for progressive download on average 3g network connections.","Web.Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,None,44100,16,MCptH264,400000,128%,BitRateModeTwoPassVBR,-1,512x288,10/Seconds,True,0,0,,0,,,,,,True,,,,False,64000,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,2.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,64000,,,,
121,MP4_h264_768Kbps_360p.spfx,"MPEG-4 video for progressive download on fast 3g network connections.","Web.Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,None,44100,16,MCptH264,600000,128%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds,True,0,0,,0,,,,,,True,,,,False,96000,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,96000,,,,
122,MP4_iPad-iPhone4_5Mbps_720p.spfx,"iPad, and iPhone 4/iPod touch with Retina Display and Apple TV. AVC Main Profilie.","Devices.Apple i-Devices",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,3500000,200%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,,0,,,,,,False,,,,True,622343,,,True,CABAC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,False,,,,,,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,3,,3,0,,10,"Square Pixels",,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,622343,,,,
123,MP4_x264_1200Kbps_480p.spfx,"MPEG-4 video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.x264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,x264H264,990000,121%,BitRateModeTwoPassVBR,-1,720x480,10/Seconds,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,baseline,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
124,MP4_x264_2000Kbps_720p.spfx,"MPEG-4 video for progressive download on slow broadband network connections.","Web.Progressive Download.x264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,x264H264,1800000,111%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,main,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
125,MP4_x264_3000Kbps_720p.spfx,"MPEG-4 video for progressive download on average broadband network connections.","Web.Progressive Download.x264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,x264H264,2500000,120%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,main,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
126,MP4_x264_512Kbps_288p.spfx,"MPEG-4 video for progressive download on average 3g network connections.","Web.Progressive Download.x264",AACAudioCodec,ChannelModeStereo,96000,None,44100,16,x264H264,400000,128%,BitRateModeTwoPassVBR,-1,512x288,10/Seconds,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,baseline,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
127,MP4_x264_768Kbps_360p.spfx,"MPEG-4 video for progressive download on fast 3g network connections.","Web.Progressive Download.x264",AACAudioCodec,ChannelModeStereo,96000,None,44100,16,x264H264,600000,150%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,2.300000000000e+01,,,,,,,,,,,,,,,,False,False,,"Top Field First",,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,baseline,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,False
128,MPG.xss,,FormatTemplates.MPG,"MPEG Layer 2 Audio",ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,3072000,,BitRateModeTwoPassVBR,"",720x480,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
130,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
131,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
132,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
133,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
134,MPG_Apple_HLS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
135,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
136,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
137,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
138,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
139,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
140,MPG_Apple_HLS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
141,MPG_Apple_HLS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Long Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,False,,8000,,,,,,,,,False,,,"Low Complexity",,,,,,"Top Field First",,True,,,ADTS,,Default,False,1,,,,,Progressive,,3.1,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,,,,0,100,,,,
